10,descendente,D7,c,sortArray,5,20
10,descendente,D7,c,QuickSort,0,0
10,descendente,D7,c,MergeSort,3,0
10,descendente,D7,c,SelectionSort,0,0
10,aleatorio,D1,a,sortArray,0,0
10,aleatorio,D1,a,QuickSort,0,0
10,aleatorio,D1,a,MergeSort,4,0
10,aleatorio,D1,a,SelectionSort,0,0
10,aleatorio,D1,b,sortArray,0,0
10,aleatorio,D1,b,QuickSort,0,0
10,aleatorio,D1,b,MergeSort,2,0
10,aleatorio,D1,b,SelectionSort,0,0
10,aleatorio,D1,c,sortArray,0,0
10,aleatorio,D1,c,QuickSort,0,0
10,aleatorio,D1,c,MergeSort,2,0
10,aleatorio,D1,c,SelectionSort,0,0
10,aleatorio,D7,a,sortArray,0,0
10,aleatorio,D7,a,QuickSort,0,0
10,aleatorio,D7,a,MergeSort,2,0
10,aleatorio,D7,a,SelectionSort,0,0
10,aleatorio,D7,b,sortArray,0,0
10,aleatorio,D7,b,QuickSort,0,0
10,aleatorio,D7,b,MergeSort,2,0
10,aleatorio,D7,b,SelectionSort,0,0
10,aleatorio,D7,c,sortArray,0,0
10,aleatorio,D7,c,QuickSort,0,0
10,aleatorio,D7,c,MergeSort,2,0
10,aleatorio,D7,c,SelectionSort,0,0
10,ascendente,D1,a,sortArray,0,0
10,ascendente,D1,a,QuickSort,0,0
10,ascendente,D1,a,MergeSort,2,0
10,ascendente,D1,a,SelectionSort,0,0
10,ascendente,D1,b,sortArray,0,0
10,ascendente,D1,b,QuickSort,0,0
10,ascendente,D1,b,MergeSort,2,0
10,ascendente,D1,b,SelectionSort,0,0
10,ascendente,D1,c,sortArray,0,0
10,ascendente,D1,c,QuickSort,0,0
10,ascendente,D1,c,MergeSort,2,0
10,ascendente,D1,c,SelectionSort,0,0
10,ascendente,D7,b,sortArray,0,0
10,ascendente,D7,b,QuickSort,0,0
10,ascendente,D7,b,MergeSort,2,0
10,ascendente,D7,b,SelectionSort,0,0
10,ascendente,D7,a,sortArray,0,0
10,ascendente,D7,a,QuickSort,0,0
10,ascendente,D7,a,MergeSort,2,0
10,ascendente,D7,a,SelectionSort,0,0
10,descendente,D7,b,sortArray,0,0
10,descendente,D7,b,QuickSort,0,0
10,descendente,D7,b,MergeSort,2,0
10,descendente,D7,b,SelectionSort,0,0
10,descendente,D7,a,sortArray,0,0
10,descendente,D7,a,QuickSort,0,0
10,descendente,D7,a,MergeSort,2,0
10,descendente,D7,a,SelectionSort,0,0
10,descendente,D1,c,sortArray,0,0
10,descendente,D1,c,QuickSort,0,0
10,descendente,D1,c,MergeSort,2,0
10,descendente,D1,c,SelectionSort,0,0
10,descendente,D1,b,sortArray,0,0
10,descendente,D1,b,QuickSort,0,0
10,descendente,D1,b,MergeSort,2,0
10,descendente,D1,b,SelectionSort,0,0
10,descendente,D1,a,sortArray,0,0
10,descendente,D1,a,QuickSort,0,0
10,descendente,D1,a,MergeSort,2,0
10,descendente,D1,a,SelectionSort,0,0
10,ascendente,D7,c,sortArray,0,0
10,ascendente,D7,c,QuickSort,0,0
10,ascendente,D7,c,MergeSort,2,0
10,ascendente,D7,c,SelectionSort,0,0
1000,aleatorio,D1,b,sortArray,22,0
1000,aleatorio,D1,b,QuickSort,42,0
1000,aleatorio,D1,b,MergeSort,176,0
1000,aleatorio,D1,b,SelectionSort,325,0
1000,aleatorio,D1,c,sortArray,23,0
1000,aleatorio,D1,c,QuickSort,42,0
1000,aleatorio,D1,c,MergeSort,170,0
1000,aleatorio,D1,c,SelectionSort,346,0
1000,aleatorio,D7,a,sortArray,41,0
1000,aleatorio,D7,a,QuickSort,40,0
1000,aleatorio,D7,a,MergeSort,194,0
1000,aleatorio,D7,a,SelectionSort,352,0
1000,aleatorio,D7,b,sortArray,40,0
1000,aleatorio,D7,b,QuickSort,40,0
1000,aleatorio,D7,b,MergeSort,186,0
1000,aleatorio,D7,b,SelectionSort,361,0
1000,aleatorio,D7,c,sortArray,40,0
1000,aleatorio,D7,c,QuickSort,39,0
1000,aleatorio,D7,c,MergeSort,196,0
1000,aleatorio,D7,c,SelectionSort,373,0
1000,ascendente,D1,a,sortArray,9,0
1000,ascendente,D1,a,QuickSort,34,0
1000,ascendente,D1,a,MergeSort,140,0
1000,ascendente,D1,a,SelectionSort,310,0
1000,ascendente,D1,b,sortArray,8,0
1000,ascendente,D1,b,QuickSort,34,0
1000,ascendente,D1,b,MergeSort,140,0
1000,ascendente,D1,b,SelectionSort,310,0
1000,ascendente,D1,c,sortArray,9,0
1000,ascendente,D1,c,QuickSort,37,0
1000,ascendente,D1,c,MergeSort,155,0
1000,ascendente,D1,c,SelectionSort,470,0
1000,ascendente,D7,a,sortArray,7,0
1000,ascendente,D7,a,QuickSort,82,0
1000,ascendente,D7,a,MergeSort,146,0
1000,ascendente,D7,a,SelectionSort,311,0
1000,ascendente,D7,b,sortArray,8,0
1000,ascendente,D7,b,QuickSort,82,0
1000,ascendente,D7,b,MergeSort,150,0
1000,ascendente,D7,b,SelectionSort,310,0
1000,ascendente,D7,c,sortArray,8,0
1000,ascendente,D7,c,QuickSort,82,0
1000,ascendente,D7,c,MergeSort,142,0
1000,ascendente,D7,c,SelectionSort,313,0
1000,descendente,D1,a,sortArray,9,0
1000,descendente,D1,a,QuickSort,34,0
1000,descendente,D1,a,MergeSort,145,0
1000,descendente,D1,a,SelectionSort,330,0
1000,descendente,D1,b,sortArray,9,0
1000,descendente,D1,b,QuickSort,34,0
1000,descendente,D1,b,MergeSort,145,0
1000,descendente,D1,b,SelectionSort,329,0
1000,descendente,D1,c,sortArray,9,0
1000,descendente,D1,c,QuickSort,34,0
1000,descendente,D1,c,MergeSort,146,0
1000,descendente,D1,c,SelectionSort,329,0
1000,descendente,D7,a,sortArray,5,0
1000,descendente,D7,a,QuickSort,81,0
1000,descendente,D7,a,MergeSort,139,0
1000,descendente,D7,a,SelectionSort,345,0
1000,descendente,D7,b,sortArray,6,0
1000,descendente,D7,b,QuickSort,80,0
1000,descendente,D7,b,MergeSort,139,0
1000,descendente,D7,b,SelectionSort,315,0
1000,descendente,D7,c,sortArray,5,0
1000,descendente,D7,c,QuickSort,81,0
1000,descendente,D7,c,MergeSort,139,0
1000,descendente,D7,c,SelectionSort,315,0
1000,aleatorio,D1,a,sortArray,23,0
1000,aleatorio,D1,a,QuickSort,45,0
1000,aleatorio,D1,a,MergeSort,176,0
1000,aleatorio,D1,a,SelectionSort,398,0
100000,descendente,D7,c,sortArray,806,392
100000,descendente,D7,c,QuickSort,11410,0
100000,descendente,D7,c,MergeSort,15030,4
100000,descendente,D7,c,SelectionSort,3304928,0
100000,aleatorio,D1,a,sortArray,2535,388
100000,aleatorio,D1,a,QuickSort,6279,0
100000,aleatorio,D1,a,MergeSort,17318,4
100000,aleatorio,D1,a,SelectionSort,2997946,0
100000,aleatorio,D1,b,sortArray,2538,388
100000,aleatorio,D1,b,QuickSort,6317,0
100000,aleatorio,D1,b,MergeSort,17199,-316
100000,aleatorio,D1,b,SelectionSort,3015056,0
100000,aleatorio,D1,c,sortArray,2634,388
100000,aleatorio,D1,c,QuickSort,6342,0
100000,aleatorio,D1,c,MergeSort,17115,-308
100000,aleatorio,D1,c,SelectionSort,2995626,0
100000,aleatorio,D7,a,sortArray,6439,388
100000,aleatorio,D7,a,QuickSort,6882,0
100000,aleatorio,D7,a,MergeSort,21384,-100
100000,aleatorio,D7,a,SelectionSort,3072556,0
100000,aleatorio,D7,b,sortArray,6777,388
100000,aleatorio,D7,b,QuickSort,6999,0
100000,aleatorio,D7,b,MergeSort,21602,0
100000,aleatorio,D7,b,SelectionSort,3060859,0
100000,aleatorio,D7,c,sortArray,6419,388
100000,aleatorio,D7,c,QuickSort,7084,0
100000,aleatorio,D7,c,MergeSort,21019,0
100000,aleatorio,D7,c,SelectionSort,3041671,0
100000,ascendente,D1,a,sortArray,1208,388
100000,ascendente,D1,a,QuickSort,5770,0
100000,ascendente,D1,a,MergeSort,14278,4
100000,ascendente,D1,a,SelectionSort,2994873,0
100000,ascendente,D1,b,sortArray,1148,388
100000,ascendente,D1,b,QuickSort,5538,0
100000,ascendente,D1,b,MergeSort,14273,4
100000,ascendente,D1,b,SelectionSort,3006833,0
100000,ascendente,D1,c,sortArray,1119,388
100000,ascendente,D1,c,QuickSort,5446,0
100000,ascendente,D1,c,MergeSort,14222,-312
